,Weight(Pounds)
1896,131.3549
1897,135.1309
1898,141.27
1899,106.4187
1900,140.1507
1901,140.0055
1902,124.8413
1903,134.9238
1904,136.0939
1905,133.6055
1906,114.209
1907,144.4419
1908,127.578
1909,114.5292
1910,118.9804
1911,118.8584
1912,114.4406
1913,117.1258
1914,139.3579
1915,141.7621
1916,117.3159
1917,136.9107
1918,130.915
1919,124.4251
1920,141.0605
1921,125.3143
1922,151.3939
1923,118.1643
1924,114.446
1925,118.5776
1926,129.1185
1927,126.5898
1928,133.0472
1929,133.0028
1930,130.5289
1931,110.4494
1932,131.6199
1933,142.8787
1934,137.0263
1935,141.9518
1936,123.7734
1937,121.7871
1938,112.7853
1939,121.0144
1940,124.4965
1941,125.2296
1942,121.1903
1943,140.1737
1944,136.5133
1945,124.2645
1946,150.1384
1947,107.7887
1948,128.8673
1949,133.2224
1950,125.7706
1951,130.8925
1952,151.5925
1953,114.9571
1954,139.6118
1955,127.7814
1956,139.3701
1957,130.907
1958,134.945
1959,104.7127
1960,113.4475
1961,116.3492
1962,109.5586
1963,126.9269
1964,146.8967
1965,126.8031
1966,122.345
1967,127.8701
1968,124.9103
1969,123.0154
1970,107.4306
1971,111.6473
1972,130.6183
1973,132.766
1974,125.9357
1975,113.1008
1976,123.1309
1977,122.7007
1978,139.1563
1979,122.5688
1980,126.915
1981,131.7026
1982,144.6798
1983,133.332
1984,109.8084
1985,132.9511
1986,123.6623
1987,120.0304
1988,123.1364
1989,122.7495
1990,125.8274
1991,117.2347
1992,142.7741
1993,114.5538
1994,111.1723
1995,141.7056
1996,126.5743
1997,148.2722
1998,132.6836
1999,126.8221
2000,125.4763
2001,130.1342
2002,123.2715
2003,129.9806
2004,138.6734
2005,130.7056
2006,113.3707
2007,139.6833
2008,148.8002
2009,90.91793
2010,123.7533
2011,132.4995
2012,131.3128
2013,116.5172
2014,109.1144
2015,129.339
2016,114.6394
2017,136.1447
2018,144.5925
2019,107.9777
2020,122.0759
2021,123.3232
2022,133.6208
2023,159.2724
2024,148.7762
2025,120.2868
2026,110.3036
2027,137.6134
2028,132.4802
2029,136.4192
2030,137.2703
2031,134.8569
2032,118.8555
2033,144.0381
2034,128.518
2035,125.988
2036,121.0884
2037,125.3854
2038,141.3991
2039,141.1397
2040,116.8585
2041,131.1664
2042,134.5811
2043,133.1242
2044,137.7195
2045,130.2491
2046,109.5825
2047,142.8719
2048,101.6217
2049,112.3553
2050,131.0845
2051,131.0484
2052,111.5548
2053,110.8498
2054,127.4708
2055,107.7067
2056,115.1232
2057,112.1197
2058,128.0777
2059,119.4651
2060,124.5983
2061,126.0285
2062,111.3977
2063,127.722
2064,124.8207
2065,122.9788
2066,117.7117
2067,120.7289
2068,121.3302
2069,146.6089
2070,126.013
2071,128.1474
2072,129.5415
2073,121.5145
2074,157.9626
2075,127.8941
2076,127.1594
2077,140.8109
2078,140.1451
2079,132.7723
2080,116.0089
2081,121.2886
2082,147.5384
2083,138.8642
2084,120.8563
2085,125.8179
2086,135.3753
2087,107.6247
2088,122.9851
2089,131.7164
2090,110.3376
2091,100.2532
2092,106.579
2093,121.223
2094,130.5588
2095,132.6182
2096,132.613
2097,117.8331
2098,94.29987
2099,125.1826
2100,125.3684
2101,117.4577
2102,130.8168
2103,128.3144
2104,118.4083
2105,129.4669
2106,116.7348
2107,146.8505
2108,120.2168
2109,136.2774
2110,130.1697
2111,134.8282
2112,126.2799
2113,142.6738
2114,121.2891
2115,111.1965
2116,130.424
2117,138.8309
2118,125.105
2119,141.6323
2120,149.779
2121,118.6268
2122,119.4357
2123,134.9113
2124,133.1629
2125,147.2884
2126,117.6717
2127,122.843
2128,125.7926
2129,143.2531
2130,127.2118
2131,113.7238
2132,130.932
2133,129.5075
2134,157.6149
2135,125.4636
2136,105.3601
2137,130.4476
2138,152.0527
2139,143.9545
2140,136.1993
2141,117.4157
2142,114.5616
2143,115.1065
2144,121.8544
2145,150.2085
2146,122.1628
2147,115.5902
2148,133.3105
2149,141.4402
2150,130.7908
2151,143.1515
2152,138.0426
2153,120.9532
2154,104.5502
2155,120.3066
2156,116.7474
2157,127.6185
2158,128.7638
2159,132.1263
2160,136.2565
2161,114.2461
2162,117.7804
2163,121.7656
2164,117.4512
2165,137.7336
2166,133.2135
2167,114.16
2168,136.8798
2169,125.4235
2170,121.4915
2171,123.3492
2172,107.8004
2173,117.1775
2174,126.3083
2175,115.3139
2176,143.7522
2177,113.2482
2178,131.7643
2179,125.8387
2180,115.8846
2181,139.0539
2182,121.7331
2183,141.1317
2184,127.9611
2185,132.1352
2186,129.76
2187,129.4162
2188,118.7804
2189,105.7105
2190,124.8365
2191,141.8106
2192,123.0209
2193,118.3051
2194,123.1286
2195,125.0842
2196,118.0443
2197,134.41
2198,132.5899
2199,123.6421
2200,136.737
2201,130.4451
2202,121.9836
2203,124.8816
2204,110.6805
2205,108.9072
2206,129.7145
2207,140.2426
2208,137.8126
2209,140.6602
2210,136.5621
2211,121.0365
2212,141.548
2213,137.184
2214,156.5442
2215,137.22
2216,121.5264
2217,122.0461
2218,131.3132
2219,127.5565
2220,135.3191
2221,128.8936
2222,134.756
2223,129.9452
2224,127.9121
2225,134.6123
2226,138.5594
2227,145.1953
2228,113.7951
2229,118.6754
2230,129.7622
2231,133.5081
2232,139.8787
2233,117.2661
2234,116.9811
2235,141.1557
2236,138.224
2237,119.847
2238,112.5769
2239,139.7362
2240,130.6158
2241,142.2788
2242,134.2085
2243,123.6683
2244,119.1475
2245,133.9891
2246,115.6216
2247,135.2493
2248,115.9697
2249,121.3118
2250,134.3579
2251,143.0344
2252,119.856
2253,124.8424
2254,127.9505
2255,112.225
2256,137.3179
2257,120.1185
2258,93.44115
2259,137.0321
2260,124.5909
2261,126.3297
2262,128.3273
2263,130.688
2264,138.4146
2265,116.7381
2266,118.1314
2267,128.2028
2268,113.1561
2269,113.1405
2270,126.8992
2271,131.3916
2272,143.3004
2273,122.9986
2274,136.7665
2275,140.3565
2276,138.7555
2277,135.4454
2278,135.3925
2279,144.6497
2280,139.8465
2281,136.5899
2282,123.7762
2283,127.8934
2284,148.9399
2285,128.9211
2286,125.5417
2287,140.4392
2288,115.642
2289,130.7133
2290,119.0077
2291,128.0902
2292,153.0286
2293,127.6482
2294,134.8113
2295,121.5345
2296,128.304
2297,107.3133
2298,136.2616
2299,149.1684
2300,129.6252
2301,105.8442
2302,113.9182
2303,142.8796
2304,119.1631
2305,117.8529
2306,126.8712
2307,124.9338
2308,103.8489
2309,130.2827
2310,123.8101
2311,137.5423
2312,104.9377
2313,129.2747
2314,120.458
2315,126.8398
2316,127.1688
2317,130.0389
2318,136.9061
2319,135.9857
2320,110.9114
2321,113.6583
2322,144.701
2323,133.8333
2324,152.127
2325,122.7961
2326,118.2649
2327,106.2097
2328,148.5705
2329,101.4527
2330,137.5001
2331,123.1061
2332,142.433
2333,127.3761
2334,151.2788
2335,124.5609
2336,127.1598
2337,140.2543
2338,113.7058
2339,116.248
2340,109.5517
2341,131.8711
2342,112.366
2343,115.4197
2344,119.9769
2345,128.2009
2346,128.6789
2347,115.2882
2348,136.677
2349,137.7854
2350,126.6205
2351,125.3221
2352,144.446
2353,137.8075
2354,143.0609
2355,131.826
2356,122.1749
2357,105.8924
2358,118.8125
2359,139.3133
2360,124.2763
2361,116.7159
2362,134.415
2363,117.703
2364,126.8963
2365,120.9883
2366,140.3611
2367,102.5002
2368,132.5554
2369,119.6373
2370,125.9149
2371,125.5505
2372,122.5232
2373,134.8766
2374,121.5063
2375,123.3271
2376,133.0832
2377,118.9607
2378,101.1193
2379,143.1946
2380,126.7384
2381,141.1484
2382,135.1763
2383,128.8899
2384,109.3522
2385,137.5541
2386,139.1303
2387,132.0641
2388,136.4673
2389,128.5349
2390,134.4822
2391,122.5729
2392,140.0854
2393,139.9112
2394,127.4324
2395,142.9016
2396,125.8276
2397,101.2434
2398,115.9997
2399,126.7393
2400,133.5447
2401,116.1499
2402,124.1333
2403,118.7229
2404,135.4686
2405,132.5799
2406,145.9751
2407,112.1247
2408,135.9755
2409,120.921
2410,132.7228
2411,135.0685
2412,134.8578
2413,141.7791
2414,151.4206
2415,134.1504
2416,139.3242
2417,132.5058
2418,143.5202
2419,121.8849
2420,122.9302
2421,118.5206
2422,131.9154
2423,122.5787
2424,113.5812
2425,129.9893
2426,123.9609
2427,119.9164
2428,124.9403
2429,131.6645
2430,109.2955
2431,110.9724
2432,121.5044
2433,127.7426
2434,147.5692
2435,148.7053
2436,109.0177
2437,119.6017
2438,123.7223
2439,124.8416
2440,144.0008
2441,136.0093
2442,127.1191
2443,121.6531
2444,128.9604
2445,135.4419
2446,123.0735
2447,120.0428
2448,120.2027
2449,124.8094
2450,133.7108
2451,118.2086
2452,131.8546
2453,113.6315
2454,131.1206
2455,141.022
2456,128.1661
2457,124.7755
2458,131.8861
2459,124.6139
2460,112.5943
2461,146.4358
2462,126.6456
2463,136.9902
2464,118.1795
2465,144.6287
2466,154.9408
2467,116.9522
2468,140.6401
2469,116.6275
2470,136.6266
2471,131.1853
2472,113.9441
2473,134.6576
2474,107.6304
2475,106.9521
2476,146.6396
2477,114.9585
2478,131.0168
2479,127.6156
2480,145.1178
2481,153.9562
2482,133.6125
2483,127.6976
2484,126.4846
2485,90.6784
2486,109.923
2487,101.8528
2488,114.3461
2489,125.1501
2490,157.2751
2491,111.8687
2492,102.5247
2493,129.9915
2494,156.3703
2495,122.7189
2496,125.6964
2497,126.2062
2498,155.2615
2499,142.8808
2500,121.262
2501,124.3155
2502,111.6843
2503,124.186
2504,126.4867
2505,142.6651
2506,108.8473
2507,116.66
2508,143.6181
2509,123.0933
2510,115.0598
2511,132.1098
2512,120.7598
2513,119.7671
2514,122.1496
2515,123.9711
2516,121.4194
2517,123.66
2518,98.05813
2519,133.8099
2520,141.6987
2521,117.5158
2522,132.1645
2523,124.5106
2524,105.7802
2525,133.4242
2526,125.3875
2527,132.6382
2528,121.0751
2529,121.5355
2530,142.0038
2531,135.1886
2532,118.3373
2533,122.9425
2534,116.4973
2535,133.004
2536,146.4085
2537,137.2776
2538,122.0439
2539,140.8147
2540,136.7946
2541,127.4421
2542,130.272
2543,131.169
2544,129.6342
2545,125.6933
2546,104.973
2547,120.2984
2548,102.4259
2549,123.8357
2550,117.7
2551,121.8919
2552,128.4571
2553,113.1578
2554,125.2742
2555,139.8009
2556,121.3818
2557,114.5435
2558,133.8388
2559,135.6656
2560,127.3786
2561,140.6434
2562,113.9708
2563,120.7042
2564,116.0752
2565,131.0291
2566,134.6458
2567,111.616
2568,110.0452
2569,106.053
2570,124.0282
2571,113.4492
2572,132.3117
2573,118.356
2574,106.1109
2575,136.7244
2576,125.6799
2577,126.4908
2578,148.1527
2579,117.9474
2580,124.5018
2581,127.0128
2582,127.605
2583,129.5427
2584,142.0317
2585,134.8729
2586,124.9955
2587,137.7196
2588,116.8002
2589,123.6212
2590,129.4071
2591,151.9696
2592,142.4361
2593,114.3278
2594,106.1963
2595,111.3787
2596,118.3329
2597,138.206
2598,132.7075
2599,111.9004
2600,114.0856
2601,123.4319
2602,98.05815
2603,125.754
2604,133.7416
2605,143.6143
2606,123.7248
2607,127.694
2608,126.7293
2609,121.6118
2610,123.5342
2611,143.988
2612,137.9075
2613,109.4371
2614,110.991
2615,144.0145
2616,121.9737
2617,128.252
2618,117.4352
2619,130.4536
2620,93.78282
2621,121.4741
2622,140.4798
2623,120.5494
2624,126.1797
2625,128.3204
2626,105.9584
2627,126.9252
2628,142.7832
2629,111.1686
2630,114.3121
2631,143.8443
2632,121.0848
2633,136.9794
2634,123.2681
2635,130.2018
2636,129.1215
2637,135.8375
2638,138.5268
2639,146.5558
2640,114.2481
2641,146.8498
2642,122.807
2643,127.527
2644,130.6424
2645,125.6947
2646,135.7172
2647,110.6572
2648,122.9811
2649,115.5235
2650,125.1626
2651,88.04646
2652,109.2915
2653,127.2504
2654,110.0752
2655,121.2376
2656,113.0423
2657,144.707
2658,111.3345
2659,139.3186
2660,129.4057
2661,121.7515
2662,112.2606
2663,123.4114
2664,113.0173
2665,113.3885
2666,111.7275
2667,127.8383
2668,134.4433
2669,133.6352
2670,128.9038
2671,140.7606
2672,121.8273
2673,133.0094
2674,122.6398
2675,149.083
2676,136.5971
2677,111.1435
2678,107.5045
2679,137.0203
2680,129.277
2681,121.7105
2682,116.2148
2683,117.4727
2684,123.6071
2685,133.5001
2686,122.3603
2687,134.4949
2688,134.6225
2689,139.2202
2690,124.2333
2691,128.8185
2692,138.9186
2693,121.5008
2694,148.7195
2695,124.5162
2696,121.3383
2697,133.1712
2698,137.2218
2699,156.353
2700,147.7342
2701,142.5795
2702,122.6004
2703,127.8756
2704,121.0861
2705,151.6868
2706,137.8023
2707,102.5237
2708,122.6111
2709,105.706
2710,113.765
2711,134.1383
2712,138.9163
2713,110.2628
2714,108.1567
2715,146.2975
2716,134.6639
2717,136.9904
2718,125.9301
2719,131.5566
2720,120.4869
2721,105.2201
2722,117.0512
2723,117.1139
2724,122.691
2725,150.021
2726,111.1027
2727,122.2626
2728,145.7116
2729,139.5749
2730,119.839
2731,120.139
2732,143.6484
2733,142.6088
2734,114.4534
2735,160.8859
2736,132.8733
2737,138.0744
2738,128.7946
2739,139.7656
2740,127.2788
2741,140.3527
2742,118.3607
2743,109.4539
2744,135.3701
2745,141.8671
2746,134.3878
2747,113.6028
2748,136.7389
2749,142.2085
2750,132.8252
2751,135.3456
2752,126.5742
2753,141.667
2754,114.3427
2755,142.794
2756,109.1823
2757,123.3539
2758,139.9099
2759,118.7857
2760,122.2756
2761,124.811
2762,112.4658
2763,111.7251
2764,109.1189
2765,138.8395
2766,125.6718
2767,129.8238
2768,117.9982
2769,133.4084
2770,120.647
2771,140.2181
2772,125.2862
2773,151.713
2774,120.2825
2775,119.1438
2776,133.3836
2777,133.6104
2778,128.7288
2779,120.8477
2780,131.7234
2781,134.8459
2782,137.9377
2783,128.5973
2784,139.8829
2785,129.0204
2786,122.5717
2787,114.3634
2788,135.853
2789,135.207
2790,94.21971
2791,140.4193
2792,123.9367
2793,129.5135
2794,148.1859
2795,120.4178
2796,97.02574
2797,114.9802
2798,104.0527
2799,140.6462
2800,118.4149
2801,146.6187
2802,133.7406
2803,118.5079
2804,150.9213
2805,121.8109
2806,146.1372
2807,128.8862
2808,128.4737
2809,139.2681
2810,126.9364
2811,134.9489
2812,141.9177
2813,137.8023
2814,117.7445
2815,119.5334
2816,147.1214
2817,134.2732
2818,97.04078
2819,122.836
2820,129.9591
2821,149.1274
2822,128.5848
2823,117.3529
2824,112.1173
2825,129.5659
2826,121.057
2827,110.0357
2828,120.7787
2829,122.308
2830,126.8147
2831,140.2312
2832,111.649
2833,124.0093
2834,135.4809
2835,126.1881
2836,143.3931
2837,122.1613
2838,142.7784
2839,134.2148
2840,125.5308
2841,130.1801
2842,130.1171
2843,121.8803
2844,116.8868
2845,128.4637
2846,108.2566
2847,131.4797
2848,131.0789
2849,134.3432
2850,112.2898
2851,113.6996
2852,128.5446
2853,136.7997
2854,130.2612
2855,128.4186
2856,139.8741
2857,132.6543
2858,115.9192
2859,118.7202
2860,135.5268
2861,113.3464
2862,117.904
2863,130.5207
2864,123.5959
2865,141.3599
2866,104.2273
2867,122.3933
2868,134.2747
2869,120.2068
2870,127.2096
2871,119.1556
2872,100.2365
2873,121.1992
2874,108.1626
2875,129.8971
2876,125.3103
2877,130.7952
2878,127.9221
2879,135.3072
2880,141.6093
2881,134.5339
2882,135.9882
2883,125.5196
2884,123.0473
2885,118.3384
2886,119.5443
2887,136.7318
2888,129.1382
2889,117.3543
2890,133.886
2891,127.1567
2892,118.264
2893,120.8378
2894,132.7183
2895,125.88
2896,129.4925
2897,136.1796
2898,133.0623
2899,129.9978
2900,125.53
2901,139.8597
2902,132.6316
2903,118.8729
2904,122.1174
2905,127.3063
2906,113.6921
2907,121.585
2908,146.0665
2909,113.6965
2910,110.3262
2911,124.0148
2912,128.9185
2913,117.0019
2914,144.9385
2915,123.9976
2916,135.5365
2917,126.996
2918,134.6828
2919,111.0968
2920,121.9514
2921,134.2293
2922,128.3887
2923,124.7491
2924,111.9651
2925,128.4301
2926,113.4592
2927,129.2624
2928,131.5885
2929,126.4105
2930,137.2275
2931,123.8138
2932,124.931
2933,145.2017
2934,125.2728
2935,128.9511
2936,123.6178
2937,123.3779
2938,103.455
2939,121.1823
2940,104.9272
2941,119.9736
2942,132.8794
2943,119.5831
2944,128.8536
2945,125.4723
2946,120.232
2947,110.4565
2948,138.2801
2949,124.4852
2950,117.0476
2951,127.707
2952,121.3801
2953,126.3779
2954,105.6146
2955,150.0118
2956,127.4253
2957,123.0644
2958,119.241
2959,124.3161
2960,119.8268
2961,135.871
2962,129.4251
2963,116.5582
2964,116.8066
2965,113.4835
2966,121.5935
2967,102.6336
2968,109.5423
2969,136.7711
2970,125.0167
2971,132.9041
2972,137.9208
2973,128.0748
2974,141.3046
2975,136.2458
2976,144.147
2977,128.7172
2978,127.7893
2979,134.6098
2980,149.2571
2981,118.4045
2982,147.4612
2983,115.8792
2984,132.0704
2985,123.2475
2986,134.0875
2987,137.3754
2988,128.6996
2989,133.7103
2990,131.2636
2991,112.5541
2992,118.0263
2993,127.3013
2994,125.7998
2995,126.259
2996,119.3414
2997,122.5965
2998,135.3375
2999,137.2091
3000,143.7382
3001,145.4599
3002,133.1488
3003,132.4917
3004,126.8125
3005,120.2043
3006,127.177
3007,119.1195
3008,131.011
3009,151.9596
3010,147.9148
3011,120.1896
3012,121.6422
3013,131.7405
3014,105.584
3015,125.1514
3016,132.5808
3017,116.5383
3018,141.8528
3019,130.1925
3020,120.4606
3021,128.9264
3022,119.5386
3023,137.8896
3024,122.4403
3025,129.7133
3026,127.9067
3027,146.7498
3028,111.2623
3029,138.8701
3030,119.7773
3031,128.0274
3032,106.61
3033,113.3707
3034,106.5873
3035,125.085
3036,125.2055
3037,123.3208
3038,109.923
3039,129.0132
3040,108.5156
3041,138.1906
3042,121.1649
3043,133.5965
3044,132.5515
3045,123.6908
3046,148.3826
3047,124.0167
3048,150.4434
3049,113.5616
3050,118.8276
3051,152.1525
3052,121.8741
3053,127.3143
3054,147.2711
3055,112.4456
3056,137.7724
3057,108.5133
3058,124.8309
3059,133.656
3060,142.1525
3061,125.4821
3062,132.342
3063,128.0697
3064,120.7853
3065,129.8998
3066,117.499
3067,121.0608
3068,118.2405
3069,117.7533
3070,124.134
3071,106.8616
3072,124.5028
3073,129.2788
3074,113.5292
3075,125.7542
3076,121.0893
3077,125.5083
3078,133.7579
3079,131.7656
3080,117.407
3081,131.1557
3082,128.0879
3083,107.8007
3084,133.9987
3085,123.2716
3086,142.6244
3087,115.1191
3088,130.7929
3089,111.3605
3090,131.1771
3091,109.8541
3092,113.3017
3093,117.9625
3094,140.3001
3095,122.4675
3096,139.5953
3097,130.4642
3098,121.9744
3099,106.8916
3100,113.5834
3101,94.61233
3102,120.3075
3103,131.5245
3104,113.3743
3105,128.8175
3106,131.9522
3107,117.6487
3108,129.6283
3109,136.9585
3110,120.5675
3111,127.7017
3112,113.0571
3113,117.784
3114,145.8644
3115,123.7503
3116,116.2935
3117,113.2922
3118,121.8236
3119,132.4644
3120,116.5027
3121,148.798
3122,134.2309
3123,151.6437
3124,128.2832
3125,110.6266
3126,126.1888
3127,113.8593
3128,125.494
3129,125.2317
3130,123.4402
3131,131.6798
3132,133.7783
3133,117.4608
3134,134.5618
3135,125.3948
3136,114.1902
3137,144.8532
3138,132.2021
3139,107.7373
3140,140.2288
3141,121.7152
3142,125.5649
3143,126.6267
3144,135.9602
3145,105.6245
3146,146.4008
3147,106.2849
3148,117.985
3149,107.4966
3150,119.6316
3151,116.4881
3152,124.9947
3153,118.0293
3154,128.5441
3155,134.7298
3156,135.8658
3157,136.3061
3158,104.7024
3159,120.3953
3160,118.3091
3161,122.1245
3162,156.2465
3163,117.265
3164,128.9281
3165,129.2408
3166,131.1469
3167,136.6229
3168,110.8818
3169,115.5424
3170,132.1508
3171,137.9186
3172,123.0402
3173,148.7687
3174,123.88
3175,138.1734
3176,122.3842
3177,120.5629
3178,121.2805
3179,133.4119
3180,121.7736
3181,122.2608
3182,135.9047
3183,134.5927
3184,117.4154
3185,129.311
3186,122.403
3187,143.2106
3188,128.0734
3189,107.2961
3190,145.4266
3191,123.2535
3192,115.9394
3193,131.1976
3194,110.8966
3195,132.9513
3196,143.3736
3197,142.3615
3198,138.5403
3199,145.0092
3200,133.8419
3201,106.3258
3202,117.3092
3203,134.7795
3204,141.9627
3205,131.9721
3206,137.013
3207,144.7351
3208,143.485
3209,127.8782
3210,126.0281
3211,126.4439
3212,127.7448
3213,126.2983
3214,106.7579
3215,122.9471
3216,120.9485
3217,107.8202
3218,135.6921
3219,124.7943
3220,123.456
3221,133.9338
3222,157.659
3223,133.6369
3224,113.7514
3225,139.7284
3226,123.9196
3227,117.2019
3228,114.74
3229,135.5863
3230,130.2303
3231,132.3482
3232,116.7746
3233,122.0863
3234,147.136
3235,133.6517
3236,153.9969
3237,135.3549
3238,119.5152
3239,134.2581
3240,126.7798
3241,118.7652
3242,120.3951
3243,148.4787
3244,125.14
3245,121.4965
3246,129.0488
3247,134.8018
3248,136.4644
3249,119.5528
3250,135.7446
3251,126.1537
3252,144.3773
3253,99.51504
3254,134.0114
3255,136.4446
3256,133.3008
3257,131.6362
3258,135.2158
3259,118.2191
3260,111.0182
3261,128.8387
3262,130.791
3263,128.573
3264,130.2165
3265,131.9436
3266,120.2342
3267,137.3123
3268,120.9979
3269,123.3074
3270,130.6931
3271,139.9829
3272,111.38
3273,124.9978
3274,122.1147
3275,129.2041
3276,116.8008
3277,110.2205
3278,131.1351
3279,139.0315
3280,124.5872
3281,124.9637
3282,127.0057
3283,134.1875
3284,155.7074
3285,109.6815
3286,142.3644
3287,125.2237
3288,116.4677
3289,129.5297
3290,129.9618
3291,131.11
3292,149.2299
3293,138.8501
3294,128.0364
3295,136.6274
3296,127.3941
3297,130.0724
3298,132.3301
3299,115.3808
3300,121.4437
3301,133.5988
3302,135.7115
3303,138.8835
3304,138.5825
3305,130.3881
3306,130.8938
3307,126.4663
3308,125.6815
3309,108.3695
3310,146.0547
3311,128.9527
3312,138.9407
3313,136.7048
3314,136.9208
3315,121.4656
3316,139.0278
3317,124.2868
3318,135.4026
